,wt,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100
2_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
3_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.273648,0.487574,0.373723,0.189937,0.132214,0.175926,0.530542,0.076606,0.321684,0.384023,0.00347763,0.0611173,0.0572599,0.162098,0.129197,0.0994283,0.278851,0.215659,0.0667261,0.159741,0.341657,-0.0698466,0.404347,0.387424,0.216767,-0.0910036,-0.0452082,-0.0479922,-0.00880052,-0.0497027,0.191368,0.198193,0.256686,0.216106,0.056915,0.200903,0.25773,0.23903,0.0611537,-0.169716,0.188606,0.318905,-0.151189,0.428067,0.196056,-0.0060186,0.130445,-0.0581727,0.110349,0.160923,0.108942,0.375082,0.159735,0.316588,0.14639,-0.0960073,0.143902,0.116707,0.243383,0.04214,-0.124825,-0.0404045,0.0281965,-0.0918064,0.142528,0.290952,0.135996,0.195048,-0.363268,0.0266929,0.078382,0.263883,0.43063,0.316065,0.169142,0.0731955,0.476695,0.0955236,0.175661,0.181891,-0.26518,0.0261062,0.121666,-0.00333597,0.078993,0.112988,0.386127,0.165997,-0.150827,0.378633,0.0811904,0.41377,0.518939,-0.0463226,0.460732,0.228331,0.191897,-0.347249,0.435065,0.224973
1_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.27542,0.130296,0.0820703,-0.152026,0.0268739,0.0608134,0.176118,-0.143528,-0.0209204,0.0984681,0.145701,0.265422,0.226844,-0.265978,-0.451104,-0.0845531,0.116468,-0.232519,0.424978,0.160908,-0.242092,0.193927,0.151678,-0.167331,-0.057574,-0.0764739,-0.158396,-0.0207765,0.194221,-0.200594,0.186847,0.28948,-0.299097,0.128775,-0.0166561,0.0866996,0.100732,0.0550305,0.401825,0.272385,0.286804,0.419064,-0.0433897,0.106791,-0.00545419,-0.605747,-0.183691,0.139435,-0.234717,-0.0884633,0.32472,0.224665,0.142714,0.207564,-0.0737826,-0.0258462,-0.178723,-0.130207,-0.0313863,-0.11594,-0.170432,-0.150518,0.344438,-0.101458,-0.128613,0.126357,0.324081,0.391031,0.00787165,0.166195,0.208747,0.00252819,-0.0175934,0.34797,0.14584,0.107054,-0.11149,-0.141572,-0.15477,-0.117822,0.0523475,-0.00373368,0.0786879,-0.189932,0.946246,-0.141859,0.0471589,0.349269,-0.115904,0.0898672,0.306863,0.310393,0.25605,-0.107453,0.0536489,0.234871,-0.323835,-0.106924,0.187393,0.192384
2_EN,1,0.924023,0.879156,0.875179,0.9695,0.908091,0.985211,0.935821,1.13282,0.735676,0.852338,1.10378,1.15764,1.06913,0.651284,1.01065,0.939704,1.03989,1.03793,0.738149,1.37829,1.22774,1.1677,1.58234,1.02115,0.54806,0.718056,1.13684,0.856503,0.974749,0.895655,1.25345,1.13979,0.758662,1.19114,1.24134,1.07708,1.28541,1.18059,1.05701,0.961813,0.846648,0.961153,0.975965,1.1403,1.0237,0.793095,0.984662,1.08296,0.728092,0.643146,1.35553,1.13881,1.25799,1.09422,0.757533,1.06973,0.905669,1.42982,1.08315,0.86709,0.881453,0.879358,0.950015,1.20072,0.588751,0.945766,1.05595,0.886144,0.701444,1.07713,1.08532,0.868466,1.35538,1.08751,1.25125,1.03749,0.940727,1.27216,1.07894,0.899855,0.911363,0.93644,0.912862,0.958199,0.999162,0.893183,0.879158,0.728725,0.919803,0.600992,1.20911,1.19465,1.18489,0.859995,1.0065,1.11813,0.966683,1.20136,0.820208,0.92807,0.15,0.275282,0.352107,0.348226,0.33319,0.100346,-0.0118337,0.332174,-0.33717,0.0987763,0.398972,0.554115,0.189568,0.194146,-0.0282174,-0.00738863,0.0528883,0.469077,0.0348579,0.31934,-0.121849,0.102214,-0.167071,0.267695,-0.196215,0.252259,0.287643,0.168442,0.186424,-0.17368,0.320748,-0.00651805,0.320073,0.380102,0.161452,0.343766,-0.0345397,0.303489,0.531921,0.358886,0.0294017,0.467834,0.115148,-0.100631,0.194992,0.18114,0.318469,0.179983,0.378749,0.177497,0.370108,0.0136547,0.22681,0.0311106,0.0922235,0.288649,0.134283,0.252821,0.279547,0.393013,0.164198,0.0139407,-0.0309916,0.279377,-0.127302,0.191428,0.329319,-0.313844,0.0463418,-0.148246,0.0343096,-0.0367971,0.271202,-0.0111722,-0.000226062,0.261428,-0.0403776,0.211235,0.00366047,0.115853,-0.082026,0.23378,-0.0232904,-0.126076,-0.079715,-0.175489,0.473503,-0.0565221,0.228734,0.0786831,0.314682,-0.461907,0.298057,0.443175,0.0720512,-0.0231443,0.348723,0.41086,0.390585,0.0602344,0.217843
3_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.259971,0.110617,0.0269446,-0.182271,0.288737,0.11699,-0.235429,-0.235284,0.0895295,-0.306569,0.266312,0.051056,-0.311629,0.0604442,0.0886001,-0.0262368,-0.0272012,0.087651,0.0675844,0.00243967,0.165779,0.16922,-0.129897,0.0375674,0.155902,0.0857609,-0.0886788,-0.0567247,0.0408921,-0.0983102,0.0670108,-0.0502744,0.171184,-0.148563,-0.0484381,0.262501,0.165551,-0.0664681,0.183558,0.0749313,0.302475,-0.0124431,0.0545092,0.277833,-0.0789558,0.0272458,0.0579388,0.429685,0.151447,-0.161056,-0.0679863,0.303919,-0.0144536,0.136529,0.0858574,-0.195414,-0.04004,-0.218166,0.0311909,0.0407461,0.293478,0.141255,-0.0175053,-0.0471548,0.0522638,0.202342,-0.011868,-0.0603273,0.122003,0.061053,-0.0552406,0.124656,-0.0340729,0.379538,0.0168496,0.0814264,0.258587,0.107169,0.0934498,-0.0734953,0.49635,-0.244878,0.32772,0.167849,-0.00707831,0.0273844,-0.131662,-0.254197,0.278478,0.497195,0.209539,0.10103,0.0227059,0.0480745,-0.0123483,-0.0481447,0.206489,-0.128087,0.0358163,0.205021
0_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.0592922,-0.0143789,0.173381,0.311018,0.100137,0.101533,0.262237,-0.0433548,0.306033,0.0891631,0.405313,0.0843131,0.191686,-0.17714,0.278497,-0.0242365,0.0399504,0.0234051,0.0742438,0.0186511,-0.278896,-0.0349691,0.294409,0.203067,0.199484,0.230266,0.228806,-0.276437,-0.302792,0.103471,-0.0413854,-0.293349,0.319368,0.111981,0.169656,-0.166145,0.219983,0.328127,-0.220809,0.3462,0.140606,-0.175811,0.100059,0.392117,0.0428847,0.187016,-0.180112,-0.328257,-0.00570173,-0.0390695,-0.14732,-0.101367,0.276569,-0.0422526,0.0050259,-0.0823437,-0.282919,0.115104,0.0769573,0.107413,0.43915,0.0984443,0.0920403,0.0914641,0.5199,-0.162626,0.0814636,0.214172,0.386369,0.134024,0.119717,-0.209262,0.329913,0.1838,0.356098,-0.278829,0.0161131,-0.00112391,0.129806,-0.544255,-0.159726,0.304731,0.247241,0.115378,0.0673252,-0.198169,0.262643,-0.142086,-0.413902,-0.14783,0.100135,0.0508568,-0.010105,-0.128923,-0.0538752,-0.0935124,0.309754,0.184496,0.113845,-0.218359
0_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.12889,-0.239246,0.224011,-0.0643723,-0.0321693,-0.287358,0.0163276,0.313735,0.0708646,-0.192263,-0.383777,0.308265,0.0388275,-0.116345,-0.0990411,0.492444,-0.0809121,-0.0384219,0.126234,-0.0856841,0.0475054,-0.000742244,0.00454809,0.0265818,-0.0225953,-0.161209,-0.0426889,0.1262,-0.0691631,0.0562672,-0.227316,-0.00118274,-0.0500857,0.0494615,0.18976,0.104939,0.269957,-0.0147833,0.181882,0.312888,0.015305,0.0406012,0.244557,0.0667969,-0.421807,-0.0445197,0.326058,0.0993909,0.0614105,0.0833475,0.177224,0.356559,0.465705,0.246509,-0.179742,-0.0960061,0.0554041,-0.204284,0.473615,0.206406,0.108049,0.304138,-0.285397,0.351206,0.0400789,0.315459,-0.333668,0.369337,0.137736,0.00205123,-0.134991,0.217378,-0.4158,-0.0780555,0.29769,-0.0174958,0.0130264,0.173751,-0.0308799,0.143984,0.0423015,-0.0311119,0.0110158,-0.0657042,-0.0954011,0.451667,0.056233,-0.343691,0.212664,0.234003,0.247519,-0.150356,-0.121335,0.27624,-0.0789356,0.415304,-0.0975106,0.158486,0.246832,-0.09633
0_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.000517867,0.0706925,0.00810023,0.254579,0.228382,-0.154533,0.0192784,0.0895996,-0.00182342,0.140369,-0.254183,-0.116968,-0.0820171,-0.11403,0.210298,0.403734,0.0966427,-0.275056,-0.149745,0.0120451,0.407637,-0.146284,-0.198636,-0.0390968,0.0885674,0.232771,-0.0138366,0.0432206,0.0954916,-0.11394,0.169879,0.0652072,-0.211696,0.00800749,0.133575,-0.0668603,0.237118,0.034567,-0.158684,0.271257,0.39337,-0.0249922,-0.114745,0.168978,0.334636,0.527701,-0.000886622,0.0720127,0.107873,0.0819316,0.329053,0.159507,-0.169333,0.00844324,0.193379,0.392169,0.170439,0.135988,0.409715,0.120593,-0.22546,-0.0775159,-0.0161252,0.0505218,0.0110668,-0.197557,0.146373,0.000818106,0.330667,0.205927,0.1424,0.160744,0.368213,0.0694669,0.0491617,0.364515,-0.0914146,0.057767,-0.00591978,-0.136699,-0.0445915,-0.174245,0.117935,0.371793,-0.13266,-0.146126,-0.0571858,0.106077,-0.296215,0.0419424,0.188825,0.21009,0.0221537,0.13108,0.26433,0.121371,-0.0955862,0.0596601,-0.11304,0.0562033
1_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.149211,-0.211414,-0.327724,0.0672281,-0.163862,0.0827588,0.306312,0.166056,0.297038,-0.0186854,-0.283404,0.27438,-0.326593,0.0557434,-0.118109,0.118391,0.213018,0.137632,-0.00373405,-0.0905877,0.208908,0.117923,0.277748,0.263217,-0.100111,0.263068,0.100767,0.293504,-0.0743677,-0.106971,0.0885169,0.124542,0.0840629,-0.0723172,-0.382137,0.0727618,0.105945,0.252325,-0.00473403,0.261842,0.00673972,0.0366567,0.28202,-0.104201,0.184131,0.0928098,-0.219102,-0.193289,0.328912,0.321789,0.291819,0.146278,-0.163406,0.0426855,-0.0499222,0.33445,-0.291788,-0.059586,-0.508735,0.160928,0.020929,0.129043,0.0167415,-0.158982,0.287095,0.215363,-0.184913,0.260007,0.33175,-0.134463,0.146227,-0.188885,-0.370906,-0.334931,0.0158093,0.0155462,-0.365915,-0.0553219,-0.0629744,0.157891,0.110431,-0.0774044,-0.0329501,0.0501543,0.280801,-0.290789,-0.0544518,0.0877637,-0.151708,-0.249971,0.0852456,-0.227592,0.198993,0.0603105,0.165179,-0.0262074,-0.13738,0.0528049,0.0131726,0.170041
1_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.600127,-0.0188294,0.0969519,-0.0868117,0.0259339,-0.153129,0.136206,-0.231789,-0.24812,0.19668,0.0767008,-0.156251,-0.141818,0.0587179,-0.178302,0.241856,0.0267128,0.0107286,-0.111934,0.00576702,0.17627,0.525231,0.18414,-0.0720012,0.0882957,0.0180729,0.0389459,-0.105245,0.153416,-0.270621,0.290375,0.0350259,-0.319549,0.0306189,-0.273852,-0.345967,-0.0684939,-0.150297,0.10238,0.109496,-0.197864,0.277604,-0.303634,0.0226076,0.353682,0.0510222,0.158721,-0.293243,-0.106664,0.146826,-0.037653,0.116685,0.24224,0.0500673,-0.0402719,-0.121329,0.118189,-0.281489,0.329846,-0.100764,-0.139453,0.00687512,-0.018382,0.136372,0.265774,-0.170161,0.43812,0.111647,-0.199708,-0.0485285,0.0512875,-0.0789593,0.0306191,0.0595796,0.10001,0.0918243,0.272218,-0.146088,-0.205074,0.321198,0.074628,0.159095,-0.246239,0.229515,-0.170321,0.203774,0.302103,0.0400534,0.175331,-0.146028,0.13687,-0.0860634,0.077066,-0.320804,-0.357069,0.272717,0.118303,0.20632,0.0343852,0.0668862
1_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.0300348,-0.423322,-0.116552,0.353614,0.0584389,0.117928,0.161039,0.0905065,0.182031,-0.0164389,0.239324,0.154954,0.0175591,-0.07547,0.138881,0.174224,-0.0780784,-0.291812,0.0467108,0.46965,0.127065,-0.135333,0.166391,0.2358,0.420838,0.225079,0.338344,0.142586,-0.173462,0.644151,-0.172516,-0.250382,0.0359969,0.0844017,-0.145322,-0.181297,-0.223149,0.177493,0.167804,0.107503,-0.0425562,0.0429083,0.2774,-0.10863,-0.184571,0.004361,-0.0776747,0.0119274,-0.242025,-0.230164,0.196919,-0.21419,0.187086,0.0264675,0.249124,0.099732,0.347283,-0.0674225,0.196812,0.129373,0.245286,0.2575,-0.340423,0.414607,-0.0970733,-0.121927,0.0158791,-0.0802117,-0.222049,0.0140977,-0.166051,0.159813,-0.644779,-0.0239028,-0.429308,0.0941198,0.264112,-0.0519833,0.0514823,0.204009,0.018544,0.170863,0.144187,-0.057204,-0.0936153,0.231964,-0.219708,-0.197161,-0.0218237,-0.0294292,-0.0455202,0.0150693,0.151836,-0.0687744,0.00975249,0.514461,-0.0695539,0.132982,0.356374,-0.0699211
