,wt,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100
2_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.152683,0.134979,0.153582,0.143811,0.143222,0.143004,0.141087,0.151417,0.154428,0.140665,0.143965,0.147263,0.139432,0.150178,0.143696,0.141112,0.165524,0.144761,0.16288,0.135412,0.150569,0.163729,0.136334,0.146615,0.157407,0.149432,0.164179,0.147921,0.15541,0.13978,0.148706,0.136207,0.169309,0.15486,0.159994,0.165521,0.140092,0.168076,0.163773,0.12842,0.155005,0.160987,0.163332,0.13977,0.149509,0.138329,0.145382,0.145771,0.163821,0.143094,0.152681,0.146691,0.152351,0.147245,0.139099,0.14845,0.150101,0.162067,0.161949,0.155286,0.141204,0.146563,0.147164,0.143504,0.155746,0.149024,0.145129,0.146495,0.14991,0.134001,0.156097,0.138137,0.17031,0.163352,0.136037,0.152613,0.13963,0.171397,0.164608,0.148993,0.171028,0.135761,0.161365,0.139683,0.136218,0.149301,0.120058,0.146624,0.162563,0.139358,0.135493,0.156958,0.138332,0.158306,0.155017,0.154479,0.147702,0.152945,0.148564,0.142373
1_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0525326,0.0548121,0.0536925,0.0689818,0.0453991,0.0429954,0.0414683,0.0497444,0.0686089,0.0506986,0.0683686,0.0581324,0.0544652,0.0461063,0.0568047,0.0506272,0.0463067,0.054546,0.0464223,0.0398449,0.0402384,0.0418694,0.0604817,0.0585976,0.0534777,0.0448307,0.060799,0.0442298,0.0407249,0.0473717,0.055453,0.0574135,0.047948,0.0576195,0.0601868,0.052206,0.0484681,0.0429019,0.0511391,0.0616525,0.0508598,0.0539614,0.0479542,0.0500667,0.0476292,0.0321846,0.0373248,0.058106,0.0420515,0.0368866,0.0521137,0.0468303,0.0509229,0.0706753,0.0544067,0.057882,0.0581098,0.0486939,0.0582724,0.0581219,0.0505622,0.0671483,0.062956,0.0465178,0.0504728,0.0585455,0.0562822,0.0550379,0.0505356,0.0506314,0.0671787,0.0466543,0.0476268,0.0415607,0.0366118,0.0544336,0.0417614,0.0670426,0.0537562,0.0526687,0.0496022,0.0449276,0.0423235,0.0376568,0.0542072,0.0632992,0.0252434,0.0451447,0.0509572,0.0457305,0.0551457,0.0595402,0.0508458,0.0506302,0.0433023,0.0732668,0.0409015,0.0576421,0.0431994,0.0669477
2_EN,1,1.01485,0.980205,1.00409,0.987914,0.99748,1.01253,1.00591,1.00123,1.01064,1.00364,0.991092,1.00229,0.998135,0.98515,0.984641,1.02347,0.996096,0.990221,0.999803,0.992669,1.00536,1.02332,1.00161,0.983102,0.996112,0.994354,1.01422,1.00502,0.997698,0.991433,1.00345,1.00852,0.999328,1.00504,0.994943,1.00347,1.00773,0.982347,0.978191,0.99456,0.986799,0.999736,1.00426,1.00532,1.00916,1.00321,0.97706,0.978179,1.00595,1.00046,0.992277,0.996355,1.00446,1.00322,0.998644,1.02458,0.994862,0.967902,1.01024,0.998079,0.985989,1.00875,1.02283,1.0121,1.00773,1.00788,0.999981,1.00602,1.00135,1.01532,0.979071,1.00439,1.01334,0.995368,0.991117,1.00123,1.01497,1.00937,1.00507,1.01767,0.999166,0.99143,0.983747,0.995311,0.984009,1.00245,1.01521,1.00132,0.994255,0.999495,0.995686,0.986282,1.01146,1.00212,1.01016,0.994234,1.00975,1.00795,0.995592,0.994672,0.15,0.157514,0.171361,0.139256,0.139732,0.14949,0.15338,0.151526,0.144354,0.151242,0.15608,0.153641,0.139757,0.155892,0.148597,0.131855,0.151548,0.162053,0.138382,0.134126,0.167577,0.134872,0.140181,0.152453,0.162049,0.139901,0.130854,0.156418,0.151622,0.146177,0.164552,0.147757,0.14579,0.139867,0.145453,0.146485,0.14805,0.145915,0.137618,0.14369,0.143529,0.135902,0.142196,0.154299,0.164631,0.171937,0.147722,0.147517,0.140536,0.147249,0.161131,0.153339,0.165949,0.159605,0.159148,0.152395,0.12863,0.154506,0.138324,0.15534,0.138017,0.166316,0.158547,0.157749,0.135369,0.156076,0.151817,0.14593,0.153781,0.152605,0.161354,0.145614,0.148819,0.141429,0.161845,0.139958,0.155888,0.150372,0.159771,0.144346,0.135202,0.157188,0.148538,0.149088,0.133871,0.151121,0.142134,0.128648,0.128434,0.150372,0.15389,0.150774,0.141547,0.143344,0.149222,0.17232,0.164107,0.156582,0.162404,0.146801,0.142437
3_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.050402,0.0435476,0.0583312,0.0239725,0.0376077,0.0391936,0.0369422,0.0519816,0.0510938,0.0395095,0.0493545,0.0598861,0.0537768,0.0474619,0.0514167,0.0541759,0.0362159,0.0569199,0.0263291,0.0413875,0.0440162,0.0517482,0.0480293,0.0548123,0.0499355,0.0495164,0.0426718,0.0432337,0.0518712,0.0490247,0.0415189,0.0501684,0.0512635,0.0534116,0.055455,0.0355891,0.0588452,0.0525958,0.040899,0.0478944,0.0585104,0.0491883,0.0642022,0.0483926,0.0552553,0.0605434,0.0491321,0.049998,0.0460881,0.0331178,0.0775386,0.0398077,0.0745484,0.0482817,0.0542913,0.029754,0.0535168,0.0378064,0.055108,0.0426383,0.0701696,0.0517042,0.0552677,0.040317,0.0441944,0.0643676,0.053315,0.0544009,0.0588625,0.0692143,0.0393723,0.0698942,0.05039,0.0590919,0.0406877,0.0706023,0.0642636,0.0510241,0.0398655,0.0601304,0.0419865,0.0548421,0.0575483,0.0395982,0.0322809,0.0403745,0.0479511,0.0336329,0.0454091,0.0331518,0.0563168,0.0453785,0.0573254,0.0479369,0.0709149,0.0476426,0.0354605,0.0449166,0.0616149,0.0536176
0_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0448392,0.0503569,0.0685114,0.0530726,0.0426129,0.0518494,0.0346014,0.0522401,0.0622931,0.0304428,0.0511518,0.0727374,0.0437957,0.0546481,0.0572721,0.0750734,0.0490848,0.0475573,0.0513676,0.0498146,0.0678675,0.0633011,0.0517028,0.0447957,0.0393373,0.0475398,0.0312571,0.0443665,0.0592267,0.0325879,0.0537254,0.0548821,0.0516814,0.0629653,0.0674226,0.0593858,0.0355874,0.0327463,0.0419599,0.0422825,0.0439502,0.0622415,0.058064,0.0556506,0.0460331,0.038131,0.0493755,0.0473794,0.0506223,0.0475647,0.0329391,0.0506948,0.0507847,0.0426638,0.0571084,0.0545994,0.0499642,0.0330751,0.0585913,0.0440956,0.0392501,0.0437672,0.043759,0.0685217,0.0666771,0.0435544,0.0724729,0.0479199,0.0653799,0.0540956,0.0541438,0.0670964,0.0575333,0.0404494,0.0585557,0.0423304,0.0750061,0.0481903,0.0288632,0.0541519,0.0453677,0.0691368,0.041074,0.0636993,0.0497024,0.0575506,0.0450917,0.0332872,0.0357151,0.0316406,0.0475965,0.0437134,0.0426714,0.0415203,0.0390049,0.0598744,0.0533969,0.0538266,0.0473632,0.0469118
0_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0469205,0.061985,0.0554667,0.0513572,0.0495886,0.0637818,0.056825,0.0435093,0.0497251,0.0339698,0.0321067,0.0493927,0.0596573,0.0393918,0.0498231,0.0623859,0.0525483,0.0529706,0.0580114,0.0393717,0.0457663,0.0377549,0.057035,0.0581692,0.0553745,0.0615337,0.0659153,0.0287253,0.0435576,0.0447268,0.0482534,0.0433222,0.0493463,0.0429102,0.0584995,0.0351461,0.0690656,0.0700496,0.055926,0.0484707,0.0660364,0.0436605,0.0614264,0.0567773,0.0472666,0.0426599,0.0538707,0.0597237,0.0411007,0.0517331,0.0483569,0.0367684,0.056258,0.0538136,0.0581496,0.0396973,0.0535974,0.0453581,0.0459679,0.0454335,0.0450076,0.049979,0.0681385,0.0410277,0.0366095,0.0557518,0.0456909,0.0376754,0.063027,0.043452,0.0637775,0.0479663,0.0651561,0.0692121,0.0466044,0.0544272,0.0443252,0.0416458,0.0454815,0.0579958,0.0337692,0.0602964,0.0610319,0.0442768,0.0502128,0.0513844,0.046527,0.0573709,0.0606943,0.0688009,0.0533947,0.0450267,0.0375869,0.0460503,0.0515295,0.0584137,0.0478329,0.0531245,0.0624131,0.0400173
0_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0480733,0.0481313,0.0563773,0.0476977,0.054667,0.0428572,0.067552,0.0516066,0.0461565,0.0409195,0.049092,0.0340667,0.041345,0.0506192,0.0542097,0.0531893,0.0560862,0.0523108,0.0525181,0.0510874,0.0315294,0.0567134,0.0331565,0.0347414,0.0382108,0.045529,0.046744,0.0412038,0.0837456,0.0734229,0.0594342,0.0560342,0.0273386,0.0402937,0.0432121,0.0651763,0.0575003,0.0396818,0.0481081,0.0585795,0.0401192,0.0440256,0.0519428,0.0537567,0.0567903,0.0639427,0.0435234,0.0553829,0.0539833,0.0384804,0.0493668,0.0439252,0.050169,0.0387455,0.0444403,0.0461028,0.0564828,0.0374962,0.0524903,0.0460901,0.0462789,0.0416146,0.0354182,0.0559453,0.0500357,0.0540846,0.0337497,0.0597014,0.0581261,0.0571826,0.0337449,0.0536394,0.0510832,0.0559312,0.0513037,0.0511242,0.060226,0.061867,0.0477275,0.0493747,0.0469702,0.0656545,0.0611856,0.0575906,0.0595151,0.0486602,0.0517324,0.0374267,0.048295,0.057317,0.0471963,0.0447475,0.0294524,0.0376672,0.0684033,0.0381962,0.0538421,0.0644332,0.0743022,0.0783709
1_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0459942,0.0462332,0.053839,0.060638,0.0424005,0.0508158,0.0487729,0.0549765,0.0495389,0.0473497,0.0308938,0.0411256,0.0600791,0.0448633,0.0470747,0.044706,0.0588782,0.0425906,0.0503854,0.0549981,0.0477443,0.0488779,0.0561814,0.0369129,0.0422605,0.0514485,0.0544251,0.0391485,0.0591643,0.0572025,0.0412601,0.0711074,0.0465762,0.0602121,0.0543211,0.0383364,0.04228,0.0426264,0.0473024,0.0601671,0.0512181,0.0586265,0.0497149,0.0452885,0.0334077,0.0585333,0.0515017,0.0440228,0.0494084,0.0349116,0.0473566,0.0630318,0.0526344,0.0623737,0.05355,0.0489071,0.061017,0.0458965,0.0356384,0.047744,0.0455972,0.0432541,0.0629371,0.0402008,0.0308902,0.0489257,0.046661,0.0659975,0.042074,0.0684418,0.0399464,0.0410956,0.0411718,0.0506579,0.0566832,0.0377427,0.061024,0.0397669,0.0457707,0.0498041,0.0314124,0.043342,0.0411951,0.0504851,0.0421987,0.048547,0.0545151,0.0396477,0.0725989,0.0625867,0.0522269,0.0589546,0.0492428,0.0516058,0.0363518,0.0583464,0.0478513,0.0599246,0.0658663,0.0463952
1_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0406711,0.0531258,0.0558012,0.0507162,0.0405141,0.0480991,0.0561601,0.0492326,0.0425897,0.0559696,0.0617512,0.0543392,0.0492002,0.0634088,0.0536484,0.0568566,0.0491697,0.0520961,0.0408431,0.0603148,0.0480172,0.0669728,0.0558167,0.0517886,0.0361902,0.0494464,0.0425719,0.0461893,0.0485699,0.0405324,0.039213,0.0462428,0.0490259,0.0335205,0.0471008,0.0459992,0.0647826,0.0567452,0.049032,0.0415754,0.0394869,0.0326032,0.0483266,0.0461832,0.0512439,0.0765221,0.0522105,0.0643457,0.0386746,0.0640966,0.0391462,0.0695268,0.0477222,0.0471238,0.0524458,0.057129,0.0541345,0.0627864,0.0373707,0.0540264,0.0522765,0.0513106,0.0473826,0.0352351,0.0576953,0.0462374,0.0506091,0.0601619,0.0389114,0.0702607,0.0441517,0.0577532,0.0383464,0.0475184,0.048301,0.0575214,0.0561965,0.0420088,0.0566953,0.0728849,0.0684329,0.053713,0.0429921,0.0505479,0.0638059,0.0586828,0.0656917,0.0498137,0.0524182,0.057313,0.0569655,0.0410306,0.0264941,0.0519478,0.0546803,0.0490147,0.0464075,0.0333923,0.0578619,0.0360318
1_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0345998,0.0592501,0.0636515,0.0548273,0.0537276,0.0573305,0.056763,0.0669192,0.0358644,0.0345917,0.0496109,0.0311613,0.0631082,0.0351362,0.0494677,0.0509722,0.0432795,0.0678635,0.0711098,0.0609705,0.0471439,0.0523662,0.062693,0.0358503,0.0419347,0.0461567,0.0278292,0.0493802,0.0616897,0.047117,0.049411,0.0650457,0.0435807,0.0503138,0.0531715,0.044391,0.0707881,0.037377,0.0537016,0.0418298,0.0534602,0.0428628,0.0635822,0.0498167,0.0489456,0.0537265,0.057863,0.0598647,0.0225916,0.0582152,0.0476986,0.0572577,0.0577859,0.0570427,0.0549009,0.0621275,0.0520607,0.0252734,0.0489727,0.0552587,0.0506388,0.0394819,0.0572088,0.0442142,0.0368026,0.0487592,0.0467964,0.0420522,0.0377931,0.0307251,0.0641056,0.049872,0.0527667,0.0431956,0.0351197,0.0579008,0.0397429,0.0696679,0.0480288,0.0527488,0.0604531,0.0156644,0.0383265,0.0552147,0.0676676,0.0404687,0.0488381,0.0434323,0.0552268,0.0491987,0.0476662,0.0440125,0.047431,0.0656127,0.041383,0.0418545,0.0485756,0.0550085,0.0574417,0.0370234
2_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0564546,0.0550717,0.0462911,0.0484092,0.0502107,0.0405732,0.059263,0.046331,0.0622942,0.0554226,0.0509419,0.0481847,0.0634581,0.0384923,0.043963,0.0407496,0.0456786,0.0448734,0.0466596,0.0409455,0.069252,0.0482901,0.048271,0.0550543,0.0437839,0.0508979,0.0416412,0.0261325,0.0393419,0.0502168,0.0583475,0.0424453,0.0474778,0.0594296,0.0450972,0.0570861,0.0461782,0.0479464,0.0623009,0.0365316,0.0562244,0.0593773,0.0538459,0.0481132,0.0531117,0.0520941,0.055165,0.0468756,0.0494153,0.0491218,0.0597775,0.0460331,0.0427013,0.061571,0.0671748,0.0492995,0.0451849,0.0564692,0.0503121,0.0527591,0.046597,0.0486597,0.052545,0.0372094,0.0583908,0.0458067,0.043188,0.0395502,0.0742606,0.0427803,0.0533961,0.0441523,0.0311204,0.0579802,0.0611417,0.0496636,0.0494732,0.040849,0.0391057,0.049968,0.056774,0.0440914,0.0390688,0.0410552,0.0518735,0.0402966,0.0412026,0.0549496,0.0578909,0.0592077,0.0576682,0.0446991,0.0467731,0.0440557,0.0489672,0.0569193,0.038979,0.0484342,0.0765149,0.0383015
