,wt,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.688885,0.929722,-0.347649,-1.09477,0.0529393,0.602508,-0.436246,-0.135404,0.140116,0.292312,-0.260051,0.139268,0.283496,0.446271,0.618072,-0.0380886,0.636998,-0.00957961,-0.404333,0.0722551,0.154245,0.116616,0.0815738,-0.161189,-0.488782,0.0800237,-0.529319,0.578428,-0.101492,0.213092,0.505227,0.45311,-0.0954487,-0.17724,-0.463443,-0.326151,0.203458,0.688209,0.306402,0.0674202,0.13361,-0.050727,-0.218051,0.16675,0.348896,0.434408,0.134649,0.748076,0.990229,-0.25275,-0.213773,-0.206184,0.303772,-0.266929,0.634218,0.220777,0.432405,-0.0353283,0.0907399,0.168076,-0.22441,0.282973,-0.180139,0.36231,0.0826178,0.373307,-0.296891,0.463888,0.128046,0.068012,0.468476,-0.323879,-0.291175,-0.403269,0.786858,-0.0165204,0.345093,0.182541,0.671294,0.805103,0.200192,0.948443,-0.313753,-0.253094,0.0576187,0.180287,-0.775487,-0.404834,-0.149433,0.327111,0.483776,0.0587653,0.489418,-0.384545,0.175759,-0.393035,0.582318,0.473934,0.159935,0.280408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.253342,0.00662312,0.393315,-0.107992,-0.221918,0.252779,0.1156,-0.166475,-0.198348,-0.310711,-0.218628,0.300919,-0.632222,0.200627,0.640312,0.427113,0.55795,-0.256255,-0.23139,-0.0397429,0.729742,0.117124,0.295345,-0.790863,0.138388,0.36966,-0.545187,-0.274899,-0.738761,0.566881,0.146176,0.770215,-0.529345,0.558805,0.762804,0.0253854,0.528926,0.481837,0.871356,0.107644,0.449731,-0.0784749,0.0101775,0.303003,0.212561,0.294871,-0.0472212,0.301769,0.232081,0.242835,0.182779,-0.0316353,-0.3582,0.112155,-0.298333,-0.291563,-0.0375846,-0.179397,0.143475,0.761792,-0.271568,-0.0461007,-0.29378,0.679182,-0.594693,0.918402,0.514368,0.00886807,0.313769,0.774771,0.293684,0.304609,0.4586,0.152774,-0.637447,-0.201332,0.905512,0.227022,-0.891756,-0.17449,0.429614,0.251008,0.328686,-0.522624,0.384824,0.148689,-0.0865525,-0.447938,0.152008,-0.525444,0.309864,-0.39104,-0.333014,-0.146634,-0.24225,-0.0561769,-0.119668,0.0850186,-0.079089,-0.310093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EN,0.14425,1.03101,1.10739,1.12922,1.57406,0.285719,0.650203,0.859725,1.08203,1.27566,1.69858,0.735094,1.21858,0.332242,0.644355,0.991013,1.12324,1.18496,0.769546,1.10512,1.47184,0.380712,1.36546,1.19614,0.617945,1.0819,1.13619,0.799207,1.17035,1.17527,0.292396,1.23633,1.23019,0.821892,1.28462,0.803761,0.832457,0.953437,1.26687,0.592365,1.04717,1.906,1.6534,1.18391,0.625562,1.04586,0.268177,0.616807,1.56513,0.998066,0.821441,0.53149,1.11716,1.33356,1.12904,1.09426,1.63659,0.807543,1.15356,1.58363,1.26987,1.00148,0.66811,1.78714,0.605137,1.63685,0.0369971,0.726028,1.0658,0.967321,0.262947,1.35786,0.524755,0.74008,0.780217,1.25994,1.31585,1.53155,1.08701,1.28471,1.00681,0.634482,0.594955,0.720875,1.89758,0.686391,0.580942,1.18658,0.253249,1.02206,1.01901,1.72646,0.262376,1.54202,1.36958,0.728105,0.721441,0.547235,1.21933,0.579877,1.38029,0.15,-0.380512,0.18355,-0.0674866,0.755127,0.108807,0.628135,-0.31687,-0.0828321,0.0183541,-0.338215,-0.0388902,0.285437,0.70997,-0.29164,0.381916,0.669883,-0.100069,-0.093585,0.0399295,-0.418146,-0.342197,0.324707,0.637971,-0.357086,0.0019126,0.530026,0.461036,-0.512105,0.320511,0.129134,0.0143062,0.245317,0.0373976,0.866187,0.634809,-0.143761,0.322491,-0.362695,-0.541768,0.54607,-0.793605,-0.397371,0.597125,0.363803,-0.572619,-0.500646,0.462842,-0.294719,-0.21893,-0.0159912,0.0483817,0.0234983,-0.189227,0.919006,0.561619,-0.382639,0.267701,0.251765,-0.129169,0.920517,0.661422,0.19362,0.117892,0.825541,0.110928,0.609854,-0.283228,0.728236,-0.349167,-0.0118182,0.362543,-0.127344,0.209729,0.181456,0.232895,-0.155846,0.243582,0.0383087,-0.736318,-0.554637,0.419795,0.0367631,-0.97559,0.323106,0.00681873,-0.236361,-0.059181,-0.206155,-0.376419,-0.840136,0.1485,0.478152,-0.0563211,0.0127918,0.312371,-0.0857527,0.354778,0.247869,0.38467,-0.0735867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.428076,-0.599596,-0.241214,0.0529204,0.208048,0.768127,-0.0319287,0.552434,0.567901,0.0161845,0.0196067,0.368394,-0.09409,0.168974,0.213175,-0.34426,0.197474,0.44578,-0.525739,0.00548819,-0.0156255,-0.257961,-0.00466619,0.0149546,-0.0487165,-0.28969,-0.162383,0.401105,-0.354287,-0.421458,0.644623,0.939962,0.736266,-0.250996,-0.504582,0.0117537,-0.343929,0.391209,-0.526235,-0.290029,-0.103871,0.423271,0.372171,-0.279917,-0.277949,-0.0242663,0.328642,0.167525,0.22101,0.496629,-0.849019,-0.463107,-0.243001,0.0177572,0.966707,0.0550047,-0.0115338,0.00650762,0.558286,0.281136,0.492369,-0.154605,0.825453,-0.00976388,-0.0196145,0.0591307,0.89227,-0.313626,-0.0300473,0.29681,-0.654367,0.920344,-0.654836,0.777052,0.593278,0.415863,0.301875,-0.0957716,-0.725655,0.0553754,0.481094,-0.193137,-0.240854,-0.321034,-0.0361939,-0.0349808,-0.369359,0.210286,0.794096,0.418454,-0.934778,-0.393513,0.149956,-1.08251,-0.0696264,0.22567,-0.628004,-0.193925,0.83369,-0.298195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.562069,0.507493,0.0644108,0.155697,-0.483578,-0.138771,0.19043,0.0283167,-0.0504363,1.09483,-0.17315,0.495833,-0.628837,0.132755,-0.136813,0.366858,-0.392277,0.258053,-0.380374,-0.187741,-0.358164,0.182482,-0.268408,-0.367578,0.257884,0.37729,-0.273248,0.0272774,0.328794,0.267961,0.23069,-0.595444,0.329458,-0.322525,-0.741251,0.0926553,0.224198,-0.167846,-0.392313,0.232432,-0.0650783,-0.503483,0.499716,0.188695,0.239002,0.571274,0.140853,0.514712,-0.333486,0.400557,0.0993238,0.0444826,0.273128,-0.426834,0.0585874,0.204422,0.00999021,-0.237937,0.655976,0.000403449,-0.772274,-0.141802,0.164933,-0.0374321,-0.42571,-0.46782,0.0819488,0.366745,-0.197134,0.660541,-0.420603,-0.916645,0.130014,0.348651,-0.721769,-0.733444,-0.0071875,-0.134702,0.190571,0.391339,-0.2125,-0.417956,0.0685534,0.539464,0.248866,0.458919,-0.357372,-0.0927876,0.165379,0.121278,-0.374651,0.0565828,0.0470244,-0.220577,-0.182785,0.812844,-0.1921,0.436691,0.623315,-0.220449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.364837,-0.661862,0.465568,0.603272,0.192599,0.277118,-0.0314263,0.00728173,-0.560734,-0.0475684,-0.235278,-0.35381,-0.118687,0.525815,0.585428,0.959126,-0.343945,0.163846,0.402603,0.0959049,0.459173,0.301345,0.0868217,0.208456,-0.545503,0.290489,0.260346,0.372156,-0.0958096,-0.0317025,0.5584,-0.403832,0.118409,0.0414545,-0.0746752,-0.278148,-0.41554,-0.175832,-0.597732,-0.152446,0.555579,-0.125617,-0.0743449,-0.538295,-0.244527,0.125574,0.382316,-0.719161,-0.067883,0.452274,0.290067,0.756568,-0.101202,0.196829,0.711168,0.499142,-0.74344,0.37685,-0.0118292,-0.425,0.140737,-0.0510492,0.848787,-0.462222,-0.0614196,-0.708947,0.494767,0.00730226,0.273393,0.804717,0.172868,0.665507,0.0970856,-0.551039,0.356795,-0.282829,0.42694,0.678189,0.569831,-0.812985,0.275713,-0.151163,0.354339,0.316395,-0.0962374,0.485695,0.549978,0.0334813,0.215148,-0.0371312,-0.611834,0.0151231,0.620596,0.170622,0.00248056,0.429664,0.484609,0.0359521,0.258468,-0.234163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.380718,-0.464343,-0.110473,-0.357645,-0.268159,-0.139887,-0.353238,1.06392,0.64449,0.000634254,0.248684,0.524077,0.0908367,0.0297307,-0.315478,0.464818,0.00870657,-0.152539,0.26246,-0.241999,0.0446555,-0.314077,0.913814,-0.41522,-0.530421,-0.572995,-0.188384,-0.271117,0.12154,0.665125,0.397597,0.222527,0.0389931,-0.425833,-0.527062,0.677198,-0.104513,-0.142678,0.39027,0.0697023,0.0298369,-0.645186,0.185825,0.408675,-0.134754,0.049264,-0.276531,-0.39474,0.373431,0.388087,-0.173225,-0.358847,-0.0823404,0.138073,0.06246,0.0706478,-0.304662,0.401395,0.181648,-0.140221,0.215489,0.245996,-0.261015,0.0474009,-0.102882,-0.539478,-0.311827,0.12491,-0.405952,-0.183935,0.532219,-0.0743553,-0.423846,-0.133049,0.254363,-0.0506711,-0.0646023,-0.370222,0.427424,-0.105442,-0.162445,0.630124,0.023198,0.534411,-0.113719,-0.291749,-0.3521,0.169638,0.754473,-0.148137,0.205023,-0.0775657,-0.0150269,1.12362,0.379351,0.398862,-0.0533526,0.440059,-0.029909,0.660158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.163285,-0.382636,0.474005,0.0664159,-0.0217415,0.759308,0.41469,-0.0895549,0.306853,-0.430984,0.120407,-0.0113788,-0.6609,0.0207432,-0.281469,0.259319,0.0686474,-0.349859,-0.472677,0.233371,0.0879156,0.349514,-0.714779,-0.211575,0.491982,0.0539944,0.355349,0.611274,0.258275,0.42938,0.259027,-0.598366,0.987038,0.59965,-0.527553,0.386914,0.585082,-0.0657561,0.181673,-0.438901,0.151016,0.331253,0.0823941,-0.33242,-1.02332,0.0585024,-0.271685,0.167603,-0.12986,-0.554931,0.535263,0.358442,0.221614,-0.571705,-0.155621,-0.696487,0.316194,0.0732244,-0.143145,0.146076,0.128471,-0.385846,0.520895,0.125984,0.454308,-0.123277,-0.118277,-0.584997,0.17397,0.324675,0.0901018,0.123949,0.0959804,0.25406,0.487839,0.225377,-0.35819,0.5631,0.432635,-0.763059,-0.441398,0.0301733,0.0574733,-0.358096,-0.304152,-0.420621,-0.59319,-0.28713,-0.0309767,0.232765,0.367773,0.45559,0.077772,0.097006,-0.216767,0.173845,0.127936,-0.0639492,-0.216676,0.142305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.248808,0.0161624,0.317953,0.0210365,-0.767575,0.095765,0.513902,-0.863804,0.322618,-0.195006,0.530927,-0.122523,-0.574649,0.456218,-0.309561,-0.610173,-0.365093,-0.0782999,0.640817,0.0571009,0.416808,0.34624,-0.0188777,0.247441,-0.40224,0.176396,-0.328986,-0.00289632,-0.211409,-0.0166237,0.0292017,-0.328836,-0.372949,0.913922,-0.0954348,-0.187331,-0.382218,0.2486,-0.344259,0.295957,0.0363354,0.502911,0.124182,0.291408,0.446131,-0.0139032,0.224308,0.401904,0.223556,-0.296278,-0.0684192,-0.0799395,-0.243794,0.299988,0.400104,-0.607419,-0.0138455,0.476154,-0.15945,-0.0857883,0.349638,0.485819,-0.00245416,0.818475,0.0311024,-0.192396,-0.209568,-0.20925,-0.590329,0.55485,0.475303,0.990089,0.0377038,0.333208,0.151601,-0.413098,-0.646159,0.248499,0.40496,0.143735,0.422002,0.135954,0.458062,0.247869,-0.129317,0.220356,-0.185316,-0.637988,-0.0868491,-0.377665,-0.0371932,0.174347,-0.0756145,0.809948,-0.720244,-0.811737,-0.300895,0.108342,-0.025372,-0.0750736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
