,wt,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100
2_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
3_CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.750894,0.221454,0.448284,-0.208651,0.0272257,0.152666,0.265665,0.0425666,0.536358,0.459445,0.164843,0.0276958,0.681869,0.751604,0.0638265,-0.338711,-0.540102,0.128106,0.0208615,0.256997,-0.0780289,0.91652,0.575748,-0.18668,0.610079,0.104268,0.161141,-0.225936,0.296066,0.404686,0.207352,-0.628423,0.088367,0.531525,0.275233,0.299602,0.0814022,0.311971,0.741228,0.338356,-0.0597471,0.667822,0.438867,-0.0342646,-0.0196529,0.320464,-0.357933,0.286831,0.657784,0.507788,0.080126,-0.0971442,0.126588,0.266865,0.198682,0.608514,0.375507,0.582371,0.20028,-0.0173154,-0.00545177,0.382056,0.162231,-0.0368303,0.110963,-0.378664,0.131333,0.0250725,0.10637,-0.52524,-0.289718,0.0931644,0.0294974,0.519725,0.264281,0.440849,-0.507413,0.0323446,0.174104,0.769789,0.0185047,0.412368,-0.235275,0.715784,0.255397,0.304617,0.201838,0.273762,0.0876548,0.530288,0.647868,0.281928,0.0275866,-0.377694,0.019579,0.0936802,0.498637,-0.0604053,-0.10554,-0.113768
1_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.673516,-0.208725,-0.240044,0.0813246,0.192083,0.023992,-0.187835,-0.319076,0.645037,-0.32293,-0.143016,-0.136618,0.0394709,-0.0474078,0.699113,0.0492509,0.0656555,0.186943,0.278686,-0.0384908,-0.23209,0.0170179,-0.0397164,0.0573893,-0.217714,0.177295,0.202906,-0.327513,-0.0879662,0.124814,-0.08015,-0.0651432,0.372012,0.393151,0.166896,-0.737747,-0.194259,-0.227342,-0.233205,-0.261134,0.506551,0.184228,0.207884,-0.338499,0.321463,-0.508341,-0.180743,0.0624425,0.639905,0.0365507,0.174054,0.515273,-0.242045,-0.00425087,-0.114881,0.770439,-0.228554,-0.0555767,-0.04935,0.120383,0.108913,-0.0642896,-0.177004,-0.708302,0.179395,0.0812729,0.450025,-0.439883,0.151483,-0.148326,-0.308689,0.269835,-0.644361,0.227304,0.517486,0.186901,-0.0822634,-0.101285,0.2107,-0.205186,-0.222378,0.711381,-0.234959,0.202767,0.446346,0.322961,0.168782,0.274521,0.167962,0.287596,-0.160578,-0.259466,-0.503605,-0.256783,0.461196,0.36157,0.248812,0.590529,0.695269,-0.304913
2_EN,1,1.42324,1.34241,1.2844,1.18731,1.35846,1.0496,0.717297,1.095,0.913441,0.857734,1.29314,1.19022,0.604564,0.465238,1.00818,0.878693,0.822385,0.822688,0.720948,1.24396,0.862755,1.13365,0.881614,1.48768,1.15809,0.845564,0.649068,1.15582,1.11974,1.37626,0.780111,0.858444,0.740997,0.794166,1.25356,1.15452,0.972128,1.10145,0.88073,0.725276,0.960367,1.31546,1.24274,1.68255,1.05353,1.04011,1.82421,1.00615,0.719676,0.676985,0.774922,1.35099,1.32231,0.231792,1.38807,0.869744,1.1746,0.995095,1.16571,1.13078,1.08669,0.855671,1.17417,0.589111,0.676549,0.886542,1.24047,0.88111,1.48343,1.07286,1.23197,0.544676,1.33782,1.20095,1.47755,0.151332,1.12366,0.636052,0.733737,0.916395,1.09332,1.18834,1.0888,0.742736,1.01583,0.963172,1.25575,1.48858,0.640518,1.4435,1.10604,0.522414,1.15641,1.34819,1.04155,0.870012,0.897961,1.07474,1.03225,1.38029,0.15,-0.565848,0.522411,-0.0399813,-0.0821655,0.389174,0.541456,0.249067,-0.140569,0.598767,0.342871,0.172479,0.199494,0.326969,0.0369663,0.914891,-0.0733247,0.431768,0.0883003,0.274356,0.40778,-0.551218,0.522792,0.348276,-0.364296,-0.340372,-0.0872506,0.291191,0.47997,0.602533,-0.0558132,0.0426879,0.22455,0.243917,0.342099,0.377468,0.472624,0.342566,0.387667,0.232151,-0.51669,-0.178204,0.0480019,-0.00442631,0.604172,0.0266876,0.453007,-0.161316,0.356036,0.398528,-0.16557,-0.250962,-0.0600419,-0.0169556,-0.152083,0.301284,-0.435724,-0.0346419,0.074852,0.105849,0.00688246,0.477876,0.197532,-0.223735,-0.0404297,0.199976,0.0493021,0.381795,-0.0651472,0.0622292,0.44836,0.142272,-0.0202594,-0.0681182,0.30145,0.556396,0.255913,-0.23208,0.413446,0.750817,-0.135873,-0.0820542,0.166674,0.824466,0.329228,0.285812,-0.189604,0.428136,0.148809,-0.0869221,0.22317,0.794086,-0.0268342,0.0865556,0.293893,0.371806,0.265239,0.0112202,0.127873,0.363318,0.595742
3_EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.143183,0.0266394,0.68882,-0.0168091,-0.352159,-0.351266,-0.0470105,0.143356,0.109175,0.609468,0.16968,-0.318506,0.0796248,-0.390079,0.222966,-0.218189,-0.180533,-0.158528,0.126404,0.437394,0.478103,0.048117,-0.208303,0.134304,-0.816112,0.352704,0.698316,0.588868,-0.319897,0.331447,0.112364,-0.548651,0.333752,-0.295681,-0.276879,-0.00793198,0.0456922,0.430898,-0.340888,-0.413761,0.342974,-0.58492,0.0250335,0.17164,0.413341,-0.130346,0.296973,-0.537475,0.323375,-0.163254,0.286121,0.6247,-0.26266,-0.40834,-0.202232,-0.128107,0.0205588,0.251809,-0.345361,0.291949,0.133744,0.129761,0.0215907,0.175216,-0.25086,0.389384,0.512239,0.149214,-0.0739318,-0.03628,0.143601,0.0274867,0.17695,-0.180711,0.0882306,-0.0119969,0.0903549,0.0587798,-0.334214,-0.101618,0.0595892,-0.443143,0.187033,0.359492,0.0556527,0.194798,0.166786,0.431906,-0.687587,-0.201738,0.176643,-0.252204,0.150877,-0.115059,-0.356381,0.328279,-0.250111,-0.158929,0.0533297,-0.562131
0_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.100216,0.0789506,-0.432575,-0.0787635,0.186268,-0.151355,0.117057,-0.313888,0.470826,0.403764,0.393331,0.426655,-0.123327,-0.2245,-0.263372,0.048094,0.0205682,-0.140069,0.303427,-0.42211,0.168777,0.0368008,-0.375374,-0.0881616,-0.0744089,-0.190316,-0.116152,-0.222414,-0.195279,-0.0160693,-0.478092,-0.0741812,0.233289,-0.336287,0.0971392,0.0409054,-0.340335,-0.137642,-0.297495,-0.62118,-0.090221,0.330583,-0.429399,-0.384225,0.670021,0.0770369,-0.205213,-0.125216,-0.311392,-0.38042,-0.618416,0.0411743,-0.0326653,-0.226182,0.107577,-0.267917,0.138781,-0.3991,0.457317,0.555153,0.09743,-0.0789589,-0.889764,0.536483,-0.0931199,-0.0214107,-0.0783177,-0.0315461,0.0804519,0.584195,0.344307,0.385718,-0.31595,0.338785,0.151135,0.0311956,-0.327335,0.198685,-0.0401337,0.603499,-0.334165,0.227897,-0.19562,-0.479666,0.0256286,-0.73309,-0.334952,0.364366,-0.240553,-0.241215,-0.301683,0.291026,0.21663,0.227473,0.143067,-0.240242,0.2101,0.461555,-0.100346,0.31242
0_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.117651,0.452051,0.190106,-0.000335455,0.514023,0.117605,-0.219232,0.146373,0.692865,-0.430282,0.567913,0.208605,-0.256094,-0.236893,0.511983,-0.0682169,0.288432,-0.193962,0.00729556,-0.348836,-0.472091,0.252804,-0.361226,-0.157156,-0.247847,-0.484241,0.0866539,0.875462,-0.247606,0.192496,0.0535059,0.263274,-0.446947,-0.046833,0.0876355,-0.162094,0.2722,-0.171686,-0.104436,0.049255,0.192612,-0.423178,0.223909,0.398697,0.187987,-0.116008,-0.281334,0.0997234,-0.0999014,0.0358317,0.253364,0.10607,-0.441663,-0.0621292,0.0421546,0.493376,0.262301,0.220667,0.244443,0.584935,0.825726,-0.252159,0.195158,0.516558,0.185534,-0.229972,-0.370859,0.252477,-0.491192,0.158281,0.264394,-0.414333,-0.0877408,0.0562824,-0.553776,-0.169257,0.60099,-0.0539592,-0.205548,-0.193947,0.447764,-0.0355561,0.5193,0.513296,0.477288,-0.194066,0.157561,0.105558,-0.163689,0.340425,0.610231,0.0536757,-0.0466732,0.117945,0.424647,0.0192699,-0.119116,0.536217,0.365816,0.213923
0_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.019169,-0.295469,0.39418,0.268167,0.214962,0.259866,0.501291,0.484737,0.0468879,0.361349,0.111474,0.145712,0.101516,0.152402,0.32231,0.232858,-0.0863024,0.178371,-0.0447151,-0.130045,0.289381,0.446531,-0.186774,-0.307317,0.201419,0.0149894,0.203937,-0.201798,0.168193,0.182142,-0.263342,-0.249664,0.46696,0.364225,-0.103982,0.158704,-0.186436,0.728332,-0.0125675,0.0800671,-0.330612,-0.724925,-0.209252,-0.00238048,-0.277436,0.43377,0.227814,-0.00902225,-0.335892,-0.196286,0.291656,-0.238518,-0.076299,-0.448709,0.393467,0.258682,-0.130271,-0.125287,0.0250486,-0.300881,0.722779,0.0895885,0.323878,-0.0456635,-0.01442,0.294837,-0.171328,-0.525662,0.355755,0.85267,-0.338412,0.00290953,0.331551,0.134941,-0.28643,0.402266,-0.0994584,0.658244,-0.438782,0.107487,-0.984868,0.194478,0.030624,0.0597265,-0.247385,0.36234,-0.365089,0.524878,-0.183979,0.314086,0.256167,-0.0469772,0.218614,0.293635,0.291395,0.465758,0.0115582,0.414677,-0.0143581,-0.427419
1_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0687419,0.686834,0.353665,-0.424321,-0.0370517,0.0178852,-0.660933,0.492154,0.579119,-0.112079,0.135561,-0.149447,0.317865,0.505625,-0.0869296,0.00447209,0.754505,0.371099,-0.495721,-0.170531,-0.447388,-0.171196,0.0845747,0.561397,-0.00272834,0.0593313,-0.139794,0.431065,-0.150193,-0.0489078,0.322637,-0.0920101,0.658888,-0.593172,0.23084,-0.105806,0.200695,0.473091,0.161129,0.123279,0.462069,0.548193,-0.538347,-0.0613322,0.423131,-0.14665,-0.0844616,-0.443448,0.30854,0.118647,0.0302083,0.0469414,0.326117,0.145306,-0.165403,-0.416873,0.310576,-0.0140785,0.276918,0.452917,-0.258282,-0.487443,-0.1106,0.0213561,0.211098,-0.0597546,-0.093816,-0.170171,-0.162414,0.556895,0.0146799,0.0637003,-0.476406,0.210903,0.101844,-0.335509,0.469332,0.303401,-0.802586,-0.545767,-0.148353,-0.137811,-0.192879,-0.0776992,0.547353,0.585955,-0.018088,0.637268,-0.264922,-0.151267,0.0180758,-0.0242707,-0.148817,0.0132973,0.241301,-0.0433497,-0.273023,0.202884,0.231395,0.245082
1_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0260822,0.0991566,-0.589465,0.340609,0.341375,-0.192809,0.282619,0.169753,0.411464,-0.303315,0.256905,0.332119,0.193146,0.077232,0.102063,-0.641246,0.419425,-0.350873,0.20808,-0.814577,-0.0576397,0.196551,-0.123402,0.0940892,-0.119256,-0.39655,0.067815,-0.143476,-0.351728,0.162296,0.219664,-0.286212,0.207622,0.0279995,0.102956,0.350039,0.0445479,0.292088,0.156153,-0.346786,0.140866,0.156773,-0.301086,0.246958,0.810798,-0.793052,0.480044,-0.355977,0.0328026,0.133534,0.260263,-0.386417,-0.487025,0.444001,0.536991,-0.0808506,0.579851,0.1697,-0.251123,-0.287731,-0.223663,-0.331622,0.103811,0.311364,0.785546,-0.752,-0.052024,-0.251582,0.226796,-0.0562595,-0.0889158,-0.217248,0.246734,-0.312509,-0.159515,-0.0404293,0.304744,0.666655,0.00769322,0.469926,0.375347,0.506097,0.206258,-0.0332175,0.406641,-0.00410202,-0.0885627,0.078415,0.300886,-0.304357,-0.0559119,0.405854,-0.237525,-0.155409,0.221491,0.174209,0.569799,0.0538574,-0.0423459,-0.325481
1_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.651007,0.428648,-0.0595026,-0.0240262,0.478695,-0.588845,0.142113,0.355407,-0.376951,0.626902,-0.0295931,0.0217235,0.334821,0.325515,-0.291395,0.511352,0.263025,0.682199,0.0573675,0.237577,-0.0345897,-0.494799,0.271725,0.283332,0.479923,0.372378,-0.215493,-0.430218,0.317276,0.412607,-0.128413,-0.168605,0.211944,0.0532626,-0.124864,0.177767,0.0477282,0.236026,-0.378964,-0.0645327,-0.0776634,-0.20232,0.198977,0.180719,0.1577,-0.221499,-0.176825,-0.294817,-0.144515,-0.308896,0.155524,0.375445,0.396958,-0.219677,-0.00496645,0.140802,0.0682431,0.0244028,0.483302,0.121237,0.359702,0.318813,0.359662,-0.0486948,-0.0512751,-0.253435,0.0543964,0.54281,-0.362908,-0.294921,-0.0350927,-0.395033,0.233531,-0.124834,-0.293862,-0.104811,0.558602,0.32281,0.11405,0.331018,0.332267,0.0192701,0.683452,0.103771,-0.261062,-0.0250132,-0.159491,0.130453,-0.153082,-0.00837911,-0.50414,-0.0925903,0.431362,0.117857,-0.11179,0.79811,0.577299,0.507976,-0.198693,0.0937252
