	AKT1	CCNA1	CTNNB1	E2F1	GRB2	MAPK1	MAPK14	MAPK8	MDM2	PDK1	SMAD7	SRC	TSC1	up	down	total
pert_738101	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	1	3	4
pert_738119	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	up	2	2	4
pert_738127	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	nochange	1	3	4
pert_738137	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	up	nochange	down	up	2	2	4
pert_777395	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	1	3	4
pert_777467	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	1	3	4
pert_788167	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	0	4	4
pert_788329	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	nochange	0	4	4
pert_788401	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	0	4	4
pert_788409	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	down	0	4	4
pert_788411	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	3	4
pert_790327	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	0	4	4
pert_790355	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	1	3	4
pert_790507	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	0	4	4
pert_790517	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	1	3	4
pert_790589	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	up	1	3	4
pert_790607	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	up	down	up	2	2	4
pert_790615	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	up	down	down	nochange	1	3	4
pert_790625	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	up	nochange	down	up	2	2	4
pert_794647	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	0	4	4
pert_794701	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	4	4
pert_794719	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	0	4	4
pert_794727	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	down	0	4	4
pert_794729	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	1	3	4
pert_794755	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	up	nochange	down	nochange	1	3	4
pert_794917	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	nochange	down	nochange	1	3	4
pert_794989	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	up	down	down	nochange	1	3	4
pert_796807	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	0	4	4
pert_796835	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	1	3	4
pert_796879	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	4	4
pert_796889	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	3	4
pert_796907	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	up	1	3	4
pert_796925	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	up	down	up	2	2	4
pert_797069	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	1	3	4
pert_797087	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	up	down	up	2	2	4
pert_797095	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	up	down	down	nochange	1	3	4
pert_797105	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	up	nochange	down	up	2	2	4
pert_797177	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	up	2	2	4
pert_797195	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	up	down	up	3	1	4
pert_908695	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	1	3	4
pert_915257	nochange	up	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	up	2	2	4
pert_954623	nochange	up	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	up	2	2	4
pert_965557	nochange	up	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	nochange	1	3	4
pert_967663	nochange	up	nochange	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	nochange	1	3	4
pert_967735	nochange	up	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	nochange	1	3	4
pert_967745	nochange	up	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	2	2	4
pert_971875	nochange	up	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	1	3	4
pert_972145	nochange	up	nochange	nochange	nochange	down	nochange	nochange	nochange	up	nochange	down	nochange	2	2	4
pert_974035	nochange	up	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	1	3	4
pert_974063	nochange	up	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	2	2	4
pert_974225	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	2	2	4
pert_974297	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	2	2	4
pert_974315	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	up	3	1	4
pert_974323	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	nochange	2	2	4
pert_974333	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	nochange	down	up	3	1	4
pert_552214	nochange	down	down	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	nochange	0	5	5
pert_554320	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	nochange	0	5	5
pert_554392	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	nochange	0	5	5
pert_554400	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	down	0	5	5
pert_554402	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	1	4	5
pert_558532	nochange	down	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	0	5	5
pert_558802	nochange	down	down	nochange	nochange	down	nochange	nochange	nochange	up	nochange	down	nochange	1	4	5
pert_560692	nochange	down	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_560720	nochange	down	down	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	1	4	5
pert_560882	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	1	4	5
pert_560954	nochange	down	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	1	4	5
pert_560972	nochange	down	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	up	2	3	5
pert_560980	nochange	down	down	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	nochange	1	4	5
pert_560990	nochange	down	down	nochange	nochange	nochange	nochange	nochange	nochange	up	nochange	down	up	2	3	5
pert_600248	nochange	down	nochange	down	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	1	4	5
pert_600320	nochange	down	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	1	4	5
pert_611020	nochange	down	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	0	5	5
pert_611182	nochange	down	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	nochange	0	5	5
pert_611254	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	0	5	5
pert_611262	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	down	0	5	5
pert_611264	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	4	5
pert_611290	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	up	nochange	down	nochange	1	4	5
pert_613180	nochange	down	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_613208	nochange	down	nochange	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	1	4	5
pert_613360	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	0	5	5
pert_613370	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	1	4	5
pert_613442	nochange	down	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	up	1	4	5
pert_613460	nochange	down	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	up	down	up	2	3	5
pert_613468	nochange	down	nochange	nochange	down	nochange	nochange	nochange	nochange	up	down	down	nochange	1	4	5
pert_613478	nochange	down	nochange	nochange	down	nochange	nochange	nochange	nochange	up	nochange	down	up	2	3	5
pert_617500	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	0	5	5
pert_617554	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_617572	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	0	5	5
pert_617580	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	down	0	5	5
pert_617582	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	1	4	5
pert_617608	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	up	nochange	down	nochange	1	4	5
pert_617770	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	nochange	down	nochange	1	4	5
pert_617842	nochange	down	nochange	nochange	nochange	down	nochange	nochange	nochange	up	down	down	nochange	1	4	5
pert_619660	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	0	5	5
pert_619688	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	1	4	5
pert_619732	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	5	5
pert_619742	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	4	5
pert_619760	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	up	1	4	5
pert_619778	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	up	down	up	2	3	5
pert_619922	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	1	4	5
pert_619940	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	up	down	up	2	3	5
pert_619948	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	down	down	nochange	1	4	5
pert_619958	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	nochange	down	up	2	3	5
pert_620030	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	up	2	3	5
pert_620048	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	up	down	up	3	2	5
pert_729118	nochange	nochange	down	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	0	5	5
pert_729280	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	nochange	down	nochange	0	5	5
pert_729352	nochange	nochange	down	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	0	5	5
pert_729362	nochange	nochange	down	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	4	5
pert_731278	nochange	nochange	down	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_731306	nochange	nochange	down	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	1	4	5
pert_731458	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	0	5	5
pert_731466	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	down	0	5	5
pert_731468	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	1	4	5
pert_731538	nochange	nochange	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	down	0	5	5
pert_731540	nochange	nochange	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	up	1	4	5
pert_731558	nochange	nochange	down	nochange	down	nochange	nochange	nochange	nochange	nochange	up	down	up	2	3	5
pert_731566	nochange	nochange	down	nochange	down	nochange	nochange	nochange	nochange	up	down	down	nochange	1	4	5
pert_731576	nochange	nochange	down	nochange	down	nochange	nochange	nochange	nochange	up	nochange	down	up	2	3	5
pert_735598	nochange	nochange	down	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	0	5	5
pert_735652	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_735670	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	0	5	5
pert_735678	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	down	0	5	5
pert_735680	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	1	4	5
pert_735868	nochange	nochange	down	nochange	nochange	down	nochange	nochange	down	up	nochange	down	nochange	1	4	5
pert_735940	nochange	nochange	down	nochange	nochange	down	nochange	nochange	nochange	up	down	down	nochange	1	4	5
pert_737758	nochange	nochange	down	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	0	5	5
pert_737786	nochange	nochange	down	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	1	4	5
pert_737830	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	5	5
pert_737838	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	down	0	5	5
pert_737840	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	4	5
pert_737858	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	up	1	4	5
pert_738020	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	1	4	5
pert_738038	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	up	down	up	2	3	5
pert_738046	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	up	down	down	nochange	1	4	5
pert_738056	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	up	nochange	down	up	2	3	5
pert_738128	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	up	2	3	5
pert_738146	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	up	up	down	up	3	2	5
pert_768728	nochange	nochange	nochange	down	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	4	5
pert_770906	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	down	up	1	4	5
pert_775018	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_777196	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	5	5
pert_777206	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	4	5
pert_777386	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	down	up	1	4	5
pert_788086	nochange	nochange	nochange	nochange	down	down	nochange	down	down	nochange	nochange	down	nochange	0	5	5
pert_788140	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	down	nochange	down	nochange	0	5	5
pert_788158	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	down	down	nochange	0	5	5
pert_788166	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	down	0	5	5
pert_788168	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	up	1	4	5
pert_788194	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	up	nochange	down	nochange	1	4	5
pert_788320	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	down	down	nochange	0	5	5
pert_788328	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	down	0	5	5
pert_788330	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	up	1	4	5
pert_788400	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	down	0	5	5
pert_788402	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	up	1	4	5
pert_788420	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	nochange	up	down	up	2	3	5
pert_788428	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	up	down	down	nochange	1	4	5
pert_788438	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	up	nochange	down	up	2	3	5
pert_790246	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	down	nochange	down	nochange	0	5	5
pert_790274	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	nochange	nochange	down	up	1	4	5
pert_790318	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	down	down	down	nochange	0	5	5
pert_790328	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	up	1	4	5
pert_790346	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	nochange	down	down	up	1	4	5
pert_790364	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	nochange	up	down	up	2	3	5
pert_790508	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	up	1	4	5
pert_790526	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	up	down	up	2	3	5
pert_790534	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	down	down	nochange	1	4	5
pert_790544	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	nochange	down	up	2	3	5
pert_790616	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	up	down	down	up	2	3	5
pert_790634	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	nochange	up	up	down	up	3	2	5
pert_794620	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	down	nochange	0	5	5
pert_794638	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	down	down	nochange	0	5	5
pert_794646	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	down	0	5	5
pert_794648	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	up	1	4	5
pert_794674	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	nochange	down	nochange	1	4	5
pert_794692	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	down	down	nochange	0	5	5
pert_794700	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	down	0	5	5
pert_794702	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	up	1	4	5
pert_794710	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	down	nochange	1	4	5
pert_794718	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	down	0	5	5
pert_794720	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	up	1	4	5
pert_794738	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	nochange	up	down	up	2	3	5
pert_794746	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	up	down	down	nochange	1	4	5
pert_794756	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	up	nochange	down	up	2	3	5
pert_794908	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	down	down	nochange	1	4	5
pert_796798	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	down	down	down	nochange	0	5	5
pert_796808	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	down	nochange	down	up	1	4	5
pert_796826	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	nochange	down	down	up	1	4	5
pert_796844	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	nochange	up	down	up	2	3	5
pert_796880	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	up	1	4	5
pert_796898	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	up	down	up	2	3	5
pert_797096	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	up	down	down	up	2	3	5
pert_797114	nochange	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	up	up	down	up	3	2	5
pert_906508	nochange	up	down	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	nochange	1	4	5
pert_908614	nochange	up	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	nochange	1	4	5
pert_908686	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	nochange	1	4	5
pert_908694	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	down	1	4	5
pert_908696	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	2	3	5
pert_912826	nochange	up	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	1	4	5
pert_913096	nochange	up	down	nochange	nochange	down	nochange	nochange	nochange	up	nochange	down	nochange	2	3	5
pert_914986	nochange	up	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	1	4	5
pert_915014	nochange	up	down	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	2	3	5
pert_915176	nochange	up	down	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	2	3	5
